word	frequency
coefficients?),	1
L(2),	1
F(4),	1
L(3).	1
convinced	1
gcd(1,b)=1	1
reachable(1,b)	1
(invalid	1
(1,b):	1
b==1:	1
b>=1	1
reachable(3,1).	1
+5*2=6+10=16	1
Rechecking	1
reachable(6,5):	1
gcd(6,5)=1.	1
reachable(6,4).	1
reachable(6,4):	1
reachable(6,5)	1
reachable(a,b)==true.	1
f>l.	1
b-1):	1
reachable(n-1,	1
n-1>1	1
n-1>1),	1
reachable(n,	1
reachable(a-k,	1
b-k)	1
(k,k)	1
(1,1):3.	1
(1,2):2+10=12.	1
(2,1):4+5=9.	1
(2,3):4+15=19.	1
(3,1):6+5=11.	1
(3,2):6+10=16.	1
metrics.	1
m=n),	1
0<=a,b	1
"Robot	1
Grid"	1
331*b	1
331:	1
/331	1
101,000,000	1
=33,100,000,000.	1
33,439,999,007	1
101,063,	1
b=2e7-1.	1
gcd(2e7,	1
2e7-1)=1.	1
1341*2e7	1
+331*(2e7-1).	1
331*(20,000,000-1)	1
331*19,999,999	1
331*(20,000,000	1
6,619,999,669.	1
33,439,999,669.	1
b=20000000-2?	1
2e7>1,	1
19999999),	1
19999999):	1
reachable(2e7-1,	1
19999999)	1
19999998).	1
f>0	1
1<=n:	1
=f*1.	1
gcd(a,b)==1:	1
gcd(a,n-1)==1,	1
gcd(a,n)	1
0...n:	1
candidate>max_score:	1
math.gcd(a,	1
b_candidate)	1
f*best_b	1
gcd(1,0)=1?	1
l*1.	1
gcd(1,n)==1	1
b=n,	1
(gcd(2,3)=1).	1
+5*3=4+15=19.	1
best_b=2	1
(gcd(3,2)=1).	1
best_b=6?	1
gcd(5,6)=1.	1
+6*2=10+12=22.	1
(gcd(5,4)=1	1
gcd(x+1,y)==1,	1
(x,y+1).	1
(memo.find({a,	1
b})	1
b}];	1
reachable(5,4):	1
(gcd4>1	1
reachable(5,3):	1
reachable(4,2),	1
gcd(4,3)=1.	1
reachable(5,2):	1
reachable(5,1)	1
reachable(5,2)	1
+331*b.	1
reachable(a,b).	1
b=2e7-1	1
(20000000-1)	1
*19999999	1
-331	1
=6,619,999,669.	1
=33,439,999,669.	1
662.	1
b=19999999-2=19999997.	1
101's	1
(10-1)/2	1
numbers".	1
k=0,1,...,	1
floor((n-1)/2)",	1
floor((n-1)/2)+1.	1
floor((3-1)/2)=1,	1
floor((3+1)/2)=2,	1
floor(9/2)=4,	1
floor(11/2)=5.5	1
[3,5,2],	1
max(3+1=4,5,2+1=3)	1
[5,3,2],	1
max(6,3,3)	1
(n-3)/2.	1
c>1)	1
a+1=3>2,	1
"threshold"	1
(n-2)/2?	1
k=(n-1)/2.	1
(a_i+1,	1
2(t-1)	1
L-2t.	1
L-2(t-1)	1
-2(t-1)	1
2t+1,	1
F(t)=0.	1
(length-1)/2)	1
L=4→1	1
e+1).	1
c,d,e	1
max(c+1,	1
e+1),	1
a,b,y	1
n-2t.	1
n-2(t+1)	1
2t+3),	1
(max(a_i+1,	1
a_{i+2}+1))	1
2(k+1)+1	1
2k+3),	1
max_ops[l][r].	1
max_ops[l][r]),	1
rightmost).	1
DP[l][r][v],	1
mergeable	1
5-2*2=1	1
n-2(k+1)	1
2k+3).	1
2k+1,	1
65?),	1
merges).	1
z+1)	1
even-2=even?	1
floored,	1
F(t)),	1
F(t+1)	1
reduced).	1
≤m),	1
t=65,	1
c+1)+1,	1
max(a+2,	1
c+2,	1
'edge'	1
length)/2.	1
dp[l][r][d]	1
F(1)-F(2)=2-0=2	1
F(k+1),	1
F(max_k+1)	1
2(t-1)+1	1
2t-1.	1
2t+1	1
2t+1).	1
"context".	1
"existential"	1
quantifier.	1
can_do[l][r][k]?	1
can_do	1
element;	1
r-2]	1
m^L,	1
r]):	1
floor((L-2	1
-1)/2)	1
floor((L-3)/2).	1
(merges	1
(such	1
max(a+1,b,c+1)	1
dp_left	1
dp_right	1
[l..i-1])	1
[i+3..r],	1
floor((1+1)/2)=1,	1
1^1=1.	1
m^2.	1
F(0)=m^3,	1
F(1)=	1
F(0)-F(1),	1
F(1).	1
b<=2.	1
1*2*1=2,	1
(max(b+1,	1
|A∩B|.	1
mergeable).	1
≤m).	1
≤x]	1
(x-1)*(x)*(x-1).	1
(a+1	1
b==x	1
==x).	1
(triples	1
≤x:	1
≤x-1,	1
≤b	1
x-1=0,	1
x-1)).	1
count_c.	1
<x-1,	1
x-2=1,	1
min(m,0)	1
min(m,1),	1
x-2)).	1
x-1)),	1
≤x-1.	1
x-2)),	1
count_c_less.	1
(count_a	1
count_c)	1
(count_a_less	1
count_c_less).	1
r-2):	1
(formed	1
inserted)	1
dp_new(i+3,	1
dp[l][i-1][s1]	1
"context"	1
max_possible:	1
needed>0	1
merging)	1
length-2.	1
sum_{a,b,c	1
(m^{i-l})	1
f(new_l,	1
new_r,	1
i-l),	1
-2}).	1
realization.	1
outer).	1
higher-level	1
outer)	1
DP[l][r][k],	1
m^(length).	1
(new_length-1)//2	1
multiplication)	1
m^(	1
x<=m	1
new_sequence	1
m^(L-3)	1
max_merges:	1
x<=m.	1
dp_count[l][i-1][0]	1
dp_count[i+3][r][0]	1
a+1=2,	1
c+1=2.	1
a<=1),	1
c+1=2	1
count_a=1,	1
count_b=2,	1
count_c=1	1
count_triples_x=2.	1
(m^0)	1
L-3=0]	1
s-1=0,	1
dp_count[1][3][1]	1
m^{r-i-2}).	1
r-l-1	1
m^1?	1
L',	1
i-l,	1
m^{i-l}.	1
r-i-2,	1
m^{r-i-2}.	1
m^{(i-l)	1
(r-i-2)}	1
m^{r-l-2}	1
m^{L-3}.	1
this;	1
[x,4].	1
L-3=1?	1
L-3=1.	1
m^1=2.	1
s-1=0.	1
m^2=4?	1
m^{4-3}=2^1=2,	1
b<=1),	1
max(b+1=2,	1
d+1=2)	1
mergeable:	1
triple.	1
2(b),3(c),4(d).	1
b<=1,	1
max(<=2,	1
d<=1.	1
merge).	1
=4+4	1
-2=6.	1
F(0)-F(1)=8-2=6	1
F(1)-F(2)=2-0=2.	1
(max_merges,	1
s_max.	1
merge):	1
count_triples=0.	1
count_triples=2.	1
m^(3-3)=2^0=1	1
F(1)=2,	1
F(0),	1
m^3=8.	1
(m^(L-3))	1
s-1==0,	1
m^{L-3},	1
s==0	1
x=1..m:	1
dp_count_new.	1
-2})	1
dp_count(i+3,	1
merged),	1
count_a=0	1
1..min(m,x)	1
count_a_less=0	1
dp[l][r][k],	1
floor((r-l+1-1)/2).	1
m^length,	1
max_possible_new	1
(new_L	1
dp[l][i-1][a]	1
dp[i+3][r][b]	1
(sum_{a=0}^{max_a}	1
sum_{b=0}^{max_b}	1
memo[l][r][k]	1
count_triples(x)	1
(new_length	1
-1)//2	1
r-i-2	1
(r-i-2)	1
L-3.	1
m^(L-3).	1
can_do[l][r][s],	1
m^n),	1
F(2)=2-0=2.	1
m^(r-l+1)	1
(length-1)//2:	1
O(m^3	1
b<=2,	1
F(t):	1
memo[l][r][needed],	1
t==0:	1
m^n.	1
dp[135][135][65];	1
dp[l][r][k]:	1
m^(r-i-2)	1
count_triples(x,	1
i-l)	1
new_len.	1
new_needed=0.	1
r-i-2=0).	1
(new_len-1)/2;	1
max_new){	1
calc(0,2,1,2,3):	1
x>2,	1
r-i-2=	1
2-0-2=0).	1
*1*1=2.	1
F(1)=2	1
for(k=0;	1
compute_F(k,	1
compute_F(k+1,	1
compute_F(t)	1
passing.	1
right_len	1
(i+2);	1
left_len)	1
right_len)	1
if(new_len	1
(new_len-1)/2){	1
right_len=3	1
(1+2)=0.	1
ways=1.	1
needed-1=0	1
x<=m),	1
max(a+1,b,c+1)<=m.	1
count_triples_all	1
count_triples(x,2).	1
count_triples(1,2)=0.	1
count_triples(2,2)=2.	1
res=2,	1
calc(1,3,1,2,3).	1
quadruple	1
t=10	1
cin>>n>>m;	1
i<ans.size();	1
if(i)	1
cout<<ans[i];	1
calc(1,3,0,2,3)	1
ans[0]=8-2=6,	1
ans[1]=2-0=2.	1
kill,	1
killed),	1
(earlier	1
layers)	1
layer_number).	1
(layers)	1
"weight",	1
sum_{color	1
+50*2	1
100*2	1
(bipartition),	1
(center_a)*1	1
leaves)*2.	1
set3	1
C*3.	1
(B+C)*2,	1
C*3?	1
2*(2B)	1
=4B,	1
+3B=5B.	1
two-set	1
two-coloring,	1
+50*2=200.	1
100*2=250.	1
sum_T*2,	1
sum_T*1	1
sum_S*2	1
(max(sum_S,	1
sum_T))	1
+1*2=22.	1
C(10),	1
+10*2	1
+3=33,	1
monsters)	1
kill.	1
S_1,...,S_k,	1
B*2.	1
A>B.	1
(sort	1
(sum_S_i	1
rank(S_i)),	1
sum_S_i,	1
[47,15,32,29,23],	1
76,	1
47,15,32,29,23.	1
3(32),	1
99>47),	1
99*1	1
+47*2	1
+94	1
=193,	1
color0),	1
dead).	1
[8,10,2,3,5,7,4].	1
6-2,	1
7-5.	1
neighbor5	1
1,3,6,7,4.	1
+2(3)	1
+7(6)	1
+4(7)	1
+3(4)?	1
8,10,2,3,5,7,4.	1
node1:8,	1
node4:3,	1
node6:7,	1
node7:4.	1
1(8),3(2),4(3),6(7),7(4).	1
8+2+3+7+4	1
2(10),5(5).	1
(24>15),	1
+15*2	1
+30=54?	1
10+3+5=18.	1
21+18=39?	1
monsters:	1
8+10+2+3+5+7+4	1
2,4,5?	1
(dead)	1
(10+3+5)	1
39+18=57,	1
=54,	1
bipartition's	1
(nodes1,3,4,6,7).	1
10+5=15,	1
=54?	1
8*1.	1
10*2,	1
round1):	1
round2):	1
is15	1
54.	1
54?	1
1,3,4,6,7.	1
1-2,1-4.	1
6-2	1
7-5	1
node1:0	1
node7:0	1
1-4:0	1
3-2:0	1
5-3:1	1
6-2:0	1
7-5:0	1
values:10	1
has21.	1
sum18,	1
18*2	1
+36	1
(21)	1
8*1	1
+13*2	1
=8+26=34,	1
(18)	1
18*3=54,	1
34+54=88	1
*2),	1
sumA*1	1
sumB*2	1
+20=40	1
+40=50.	1
sumA,	1
sumB:	1
sumB?	1
sumB)*2	1
2*min.	1
20+10	1
+10=40,	1
2*10=40.	1
sumA=10,	1
sumB=20:	1
10+20	1
+10=40	1
+20=40.	1
sumB)*1	1
sumB)*2?	1
10*2	1
min(sumA	1
2*sumA)	1
2*sumA	1
sumA=6,	1
sumB=1.	1
2*6=13	1
+3*2	1
+3=12,	1
Star	1
setA	1
setB	1
2*10=120.	1
(set1),	1
set2.	1
+10*2=120,	1
set2:	1
set3:	1
+15=125,	1
two-color	1
(BFS	1
DFS)	1
sumB*2,	1
sumA*2	1
a=[1e12].	1
Bipartition:	1
sumA=1e12,	1
sumB=0.	1
min(1e12	1
2e12)	1
adj[x]	1
adj[y].	1
color[i]==0.	1
sum1*2	1
sum0*2.	1
min(sum0,	1
sum1).	1
Bipartition	1
sum0=0,	1
sum1=0;	1
if(color[u]==0)	1
if(color[v]==-1)	1
color[u];	1
2*sum1;	1
2*sum0;	1
sum1=0.	1
2:10,3:2,4:3,5:5,6:7,7:4.	1
+=8.	1
color[4]=1.	1
+=10	1
+=a[2]	1
(colored),	1
color[6]=0,	1
dequeued),	1
=21,	1
+3(node4)	1
+5(node5)	1
2*18	1
=21+36=57,	1
2*21=	1
18+42=60.	1
[47,15,32,29,23].	1
node1:47,	1
node2:15,	1
node3:32,	1
node4:29,	1
node5:23.	1
color1=0,	1
+=47.	1
+=15.	1
+=32.	1
+=29.	1
(colored).	1
+=23.	1
47+29	1
is76	1
is99.	1
is15+32=47.	1
option1:99	1
2*47	1
+94=193.	1
option2:47	1
2*99=	1
47+198=245.	1
is193.	1
bipartition:	1
option1:5	1
option2:10	1
2*5=20.	1
{node1}	1
{node2}	1
(sum10)	1
is10*1	1
10+10=20.	1
damage15,	1
damage10.	1
+2*5=20.	1
M's,	1
x)/n.	1
T/(2n)	1
individual,	1
wealth,	1
M)/(2n-1).	1
unhappy?	1
half:	1
+x),	1
x)/(2n)	1
M)/(2n	1
(S-2nM)	1
(positive):	1
2n-1>0,	1
>0.5,	1
n-1=2>1.5	1
(0.5)	1
10.5,	1
5.25.	1
<5.25	1
n/2=1,	1
<5.5	1
-13,	1
+x)/4?	1
avg/2	1
avg/2.	1
+x)/2?	1
+x)/4.	1
(21+x)/4	1
average/2.	1
person).	1
a1/2	1
+x)/2	1
(sum)/n.	1
+x)/3.	1
x>300.	1
6(100	1
-300	1
-60.	1
x>300,	1
301?	1
x=300,	1
300+300=600?	1
x=300	1
600.	1
100's:	1
(100+300=400)	1
1e6].	1
<3e6	1
x>3e6.	1
≈x,	1
≈x/n.	1
-x(1	1
1/(2n))	1
1-1/(2n)	1
n>=3?	1
n<3.	1
1+x.	1
(3+x)/3.	1
→x>3.	1
6(1+x)	1
>=-3	1
x>3,	1
~2.333,	1
~1.166.	1
<1.166?	1
<1.166	1
1.2e7,	1
count(a_i	1
(S+x)/(2n))	1
→k=2,	1
n=4→k=3,	1
floor(2n	1
>V	1
>V,	1
<=V,	1
buffer?	1
(S+x)/(2n)	1
(positive,	1
remains)	1
sorted(a).	1
n/2=2.0,	1
count>2.0	1
floats	1
count>2.	1
count>=2.	1
n/2=2.5.	1
n//2=2,	1
floor(1.5)=1.	1
count>1.5?	1
1>1.5?	1
(n//2)+1	1
threshold_needed	1
2n*sorted_a[k-1]	1
count=2>	1
+=x,	1
cnt>1	1
cnt>=2).	1
~1e18,	1
2*n*num	1
richest)	1
unhappiness	1
chose).	1
+x)/n.	1
total_non_max	1
sum_non_max	1
count_non_max_x,	1
*v	1
them):	1
2n*(M	1
contribution_from_chosen.	1
(M+x	1
total_max_contribution	1
(cnt_max)	1
S+x?	1
non-max.	1
(2*n*(M	1
(cond_M)	1
(cond_Mx)	1
M=20,	1
max_contrib:	1
cnt_max-1=0.	1
2*3*(20+0)=120	1
total_count=2>	1
S=1+2+3+4=10.	1
total_count>2	1
=10+15=25.	1
2*4*1=8	1
2*4*2=16	1
2*4*3=24	1
2*4*4=32	1
cnt_max-1=0).	1
2*4*(4+15)=	1
2*4*19=	1
152	1
total_count=3>2	1
1:8<24	1
2:16<24	1
3:24	1
2*4*(4+14)=	1
2*4*18=144	1
total_count=2,	1
x=16:	1
2*5*1=10	1
2*5*5=50	1
2*5*(5+16)=	1
2*5*21=210	1
x=16	1
total=30.	1
1:10<30	1
2:20<30	1
total_count=2	1
<2.5?	1
worried	1
a=[100,100,100].	1
M=100,	1
S=300.	1
total=600.	1
count_non_max=0.	1
2*3*100=600	1
<600).	1
2*3*(100+300)=	1
2*3*400=2400	1
total_count=0,	1
x=301:	1
total=300+301=601.	1
<601	1
2*3*(100+301)=	1
2*3*401=2406	1
<601?	1
total_count=0+2=2>1.5	1
x=299:	1
total=300+299=599.	1
2*3*(100+299)=	1
2*3*399=2394	1
is301.	1
M);	1
if(cond_M)	1
if(cond_Mx)	1
[1e18,	1
1e18].	1
S=3e18,	1
M=1e18,	1
total_count>1.	1
=3e18	1
3e18	1
x>3e18.	1
2*3*(1e18	1
5x	1
-3e18	1
(x>3e18),	1
cnt_max-1=2.	1
=2>1.5	1
x=3e18	1
Fifth:16.	1
[1,2,1,1,1,25].	1
M=25,	1
S=1+2+1+1+1+25=	1
<31.	1
2*6*2=24	1
count_non_max=5.	1
2*6*25=300	1
2*6*(25+0)=300	1
total_count=5>	1
total_count=0	1
<1.5	1
2*3*(1+1)=12	1
(cnt_max-1=2).	1
2*3*(1+4)=30	1
x=1e18,	1
+1e18)	1
total=3+3=6.	1
(6<7).	1
('.')	1
('x').	1
(cell)	1
(vertical)	1
(horizontal).	1
dots?	1
".......x",	1
vertical?	1
(1,7	1
blocked".	1
row?),	1
".x.xx...".	1
".x.xx...",	1
".x.xx...":	1
row".	1
[0-based	1
column]	1
(1,7?	1
0-7.	1
(1,7),	1
(0,7),	1
A-D-C,	1
A-D?	1
via?	1
column4-5	1
columns2-4	1
row1's3.	1
1:'x',	1
3:'x',4:'x',5:'.',6:'.',7:'.'.	1
(0,3)?	1
(1,7).	1
(1,2)'s	1
severed	1
n=8):	1
1:.,	1
3:.,	1
4:.,	1
7:x.	1
row0,1:	1
row0,2:	1
row0,2,	1
Right?	1
row0,3:	1
row0,4:	1
row0,5:	1
row1,6.	1
row1,7	1
row0,0.	1
row1,5,6,7	1
row0,5-6	1
row1,2?	1
(row0,5),	1
blocked)	1
row0,3?	1
row0,3	1
row1,5?	1
row0,6?	1
row0,5?	1
column2?),	1
blocked).	1
"ladder"	1
rungs.	1
west)	1
east)	1
"crossroads".	1
row1,0-1?	1
row1,0-1.	1
row0,2-3	1
row1,2-3.	1
severs	1
(0,j-1),	1
(horizontal)	1
(vertical,	1
(1,j):	1
(1,j-1),	1
(simplified):	1
Blocked	1
row0's3,	1
row0's4.	1
row0's3	1
row1's3	1
vertically)	1
cross-like	1
originally?	1
(new_components	1
original_components).	1
new_components	1
disc,	1
down/up	1
articulation.	1
0,5,6,7	1
(free).	1
row1,0,	1
row1,5,6,7?	1
Below:	1
Moreover:	1
layouts.	1
layout	1
(1-i),	1
concrete.	1
layout:	1
(1-i,j),	1
(0,j):	1
concreteness.	1
0,3	1
row1,1?	1
(0,j),	1
(2n),	1
disc[u]).	1
2*n.	1
regions=1.	1
..x.x.x.x	1
x.......x	1
region),	1
brute-force:	1
grid[1],	1
'free_cells'.	1
free_cells:	1
Unmark	1
O(2n)	1
O(F	1
short-circuit.	1
cells=12.	1
(2*8).	1
*16	1
192	1
*4=16.	1
(2*9).	1
12*18=216.	1
(2e5*2=4e5	1
Tarjan's:	1
dj.	1
0<=nj	1
grid[ni][nj]	1
(ni,	1
nj).	1
Tarjan's.	1
critical_child_count	1
serve.	1
tarjan(u,	1
parent_u):	1
tarjan(v,	1
low[v])	1
critical_child_count[u]	1
disc[v])	1
(children>=2),	1
==3,	1
is_ap:	1
(2n)),	1
(x==i	1
y==j),	1
visited[x][y]:	1
count_components(block_i,	1
block_j):	1
[[false]*n	1
range(2)]	1
(i==block_i	1
j==block_j):	1
visited[i][j]:	1
nx,	1
y+dy	1
0<=nx<2	1
0<=ny<n:	1
grid[nx][ny]=='.'	1
(nx==block_i	1
ny==block_j):	1
grid[i][j],	1
grid_row[i][j]	1
row[i][j].	1
s0[j]=='.')	1
s1[j]=='.').	1
count_components	1
block_i	1
block_j)	1
s0[j]==	1
s1[j]==	1
i<2;	1
s0[j]	1
s1[j]	1
free;	1
ii<2;	1
jj<n;	1
(ii==0	1
(ii==1	1
s1[jj]	1
++cnt;	1
>3)	1
dx+=2)	1
x+dx;	1
dy+=2)	1
(!visited[nx][ny]	1
{(-1,0),	1
-1,0	1
x-1=0)	1
+1,0	1
x+1=1)	1
0,-1	1
0,+1	1
(abs(dx)+abs(dy)	1
s1[ny])	1
'.';	1
(is_free	1
s1[ny]);	1
nx=0,	1
s0[ny],	1
components=1.	1
1:'.',	1
2:'x',	1
3:'.',4:'x',5:'.',6:'x',7:'.',8:'x'	1
0:'x',	1
8:'x'	1
1,2,3,4,5,6,7.	1
5+7=12	1
(isFree	1
(s0[j]	1
(s1[j]	1
(!isFree)	1
componentCount	1
((ii	1
s1[jj])	1
++componentCount;	1
queue<pair<int,	1
neighborFree	1
(neighborFree	1
++ans;	1
j=2):	1
GCD(4,4)=4,	1
GCD(1,1)	1
GCD(1,1)=1,	1
{g(0)}.	1
{g(0)=0}.	1
GCD(2,1)=1.	1
GCD(3,y)=1.	1
y=1,2.	1
GCD(3,2)=1,	1
GCD(3,3)=3≠1.	1
GCD(4,y)=1.	1
GCD(4,1)=1	1
GCD(4,3)=1	1
GCD(5,y)=1.	1
y=1,2,3,4.	1
0,2,0,1	1
GCD(6,y)=1.	1
g(6)=0	1
→g=3	1
→g=2	1
→g=1	1
phi(5)	1
phi(3)=2	1
3,5,7,	1
phi(x).	1
phi(7)=6,	1
GCD(x,y)=1.	1
GCD(x,y)=1,	1
{g(0)=0},	1
y=1,5.	1
GCD(8,y)=1.	1
8-1=7	1
(g=4),	1
8-3=5	1
(g=3),	1
8-5=3	1
8-7=1	1
x=4:0,	1
x=6:0,	1
x=8:0.	1
y=8	1
0,4,3,0,0,1.	1
(2*3,	1
9:2	1
x=9:2.	1
y=x	1
GCD(x,0)=x.	1
y=x?	1
x)=1,	1
GCD(1,1)=1.	1
GCD(a,0)	1
x)=1	1
GCD(2,1)=1,	1
GCD(1,0)=1.	1
g(1)=	1
g(2)=	1
{g(1)}	1
g(2)}	1
GCD(3,2)=1.	1
g(4):	1
GCD(5,1)=1,	1
g(6):	1
GCD(6,5)=1.	1
GCD(7,k)=1	1
g(8):	1
GCD(8,	1
k=1,3,5,7.	1
g(9):	1
GCD(9,	1
x=4=2^2	1
x=8=2^3	1
g(12):	1
GCD(12,	1
g(11)=?	1
g(11).	1
g(11):	1
g(10)	1
g(10):	1
1-10:	1
{1,3,4,5}.	1
x=12's	1
1-13	1
GCD(14,	1
1,3,5,9,11,13.	1
g(13)=?	1
g(13).	1
k=1-12.	1
x=13,	1
g(12).	1
{0,1,2,3,4,5}.	1
x=14's	1
coprimes:	1
{1,2,3,5,6}.	1
g(15):	1
1-14:	1
1,2,4,7,8,11,13,14.	1
{0,1,4,5,6}.	1
x=3:2,	1
x=9:2,	1
x=11:5,	1
x=13:6,	1
x=15:2.	1
5-2?	1
GCD(p,	1
<p).	1
k=1..p-1.	1
g(6).	1
1,0,2,0,3,0.	1
g(10).	1
1,0,2,0,3,0,4,0,2,0.	1
p=13:	1
g(p-1)}.	1
p-2?	1
g(3)),	1
p-6?	1
p=5's	1
p=7's	1
(4+1?),	1
non-primes.	1
p=13's	1
6=5+1.	1
y)=1,	1
GCD(x,y)	1
g(k)?	1
g=3)	1
GCD(6,5)=1).	1
x=8's	1
g(k)=0.	1
k=3:g=2,	1
k=5:g=3,	1
k=7:g=4.	1
1,2,4,2.	1
k's).	1
g(k),	1
GCD(x,0)=x	1
phi=4,	1
g(d)	1
1,0,2,0	1
k=1-6.	1
1,0,2,0,3,0	1
1,0,0,3,4,0	1
GCD(x,k)==1,	1
x=1e7,	1
x-k)=GCD(x,k)=1.	1
GCD(k,x)=1	1
coprimes.	1
5→3	1
7→4	1
9→2	1
17→?	1
k=1..16.	1
g(16)	1
even>1,	1
x=17,	1
g(15)=2,	1
{0,1,2,3,4,5,6}.	1
g(17)=7.	1
g=8,	1
1-18.	1
g(18)=0	1
2=3-1?	1
p=5:4?	1
p-6.	1
p-7.	1
p=17:g=7	1
p-10.	1
p=13:6	1
p=17:7	1
(6+1).	1
p-1=4,	1
→0+1=1≠3.	1
g(p-2)	1
p-2=1,	1
p-2=3,	1
p-2=5,	1
p-2=9,	1
g(9)=2	1
→2+1=3≠5.	1
GCD(9,2)=1,	1
k=2,4,8,	1
GCD(x,2)=1,	1
1<=k<x	1
g[x]=1.	1
21→?	1
g(21):	1
1-20	1
GCD(21,	1
21's	1
x=9,15,21	1
(multiples	1
powers?),	1
g(x)=2.	1
g(25):	1
1-24:	1
1,2,3,4,6,7,8,9,11,12,13,14,16,17,18,19,21,22,23,24.	1
g(18)=0,	1
g(21)=2,	1
g(22)=0,	1
(assuming,	1
compute),	1
g(24)=0.	1
g(23).	1
g(23)	1
k=1-22.	1
k=22,	1
0-8,	1
g(23)=9.	1
0,1,2,4,5,6,7,8,9.	1
x=49	1
(7^2),	1
g=4?	1
g=2=3-1.	1
g=2≠3-1=2?	1
x=5^2=25,	1
g(9)=1?	1
x=15=3^1	1
*5^1,	1
{0,1,4,5,6},	1
{0,1,2,4,5,6,7,8},	1
mex3?	1
{0,1,3,5,6,7,8}?	1
1,3,5,6,7,8.	1
{g(k)	1
1<=k<x,	1
GCD(x,k)=1}.	1
coprimes,	1
{g(d)	1
odd}?	1
p^k:	1
x=3^3=27:	1
x=27	1
1-26	1
GCD(27,k)=1.	1
3^3,	1
1,2,4,5,7,8,	1
p^k,	1
multiplicity?	1
x=15=3*5	1
x=21=3*7	1
x=25=5^2	1
g(x)=0,	1
x-k	1
g[0]=0,	1
g[1]=1,	1
O(1e14)	1
O(phi(x)),	1
O(x),	1
(3^1),	1
21→2	1
25→3	1
27→?	1
x=21=3*7,	1
g(15)=2	1
x=17's	1
g(17)=7?	1
g(17),	1
x=105=3*5*7,	1
g(105).	1
g(x)=0	1
x=45=3^2*5,	1
g(45)	1
g(45)=g(3)=2.	1
to45	1
from1-44:	1
k=2:g=0,	1
k=4:g=0,	1
k=7:g=4,	1
k=8:g=0,	1
k=11:g=5,	1
k=13:g=6,	1
k=14:g=0,	1
k=16:g=0,	1
k=17:g=7,	1
k=19:g=8,	1
k=22:g=0,	1
k=23:g=9,	1
k=26:g=0,	1
k=28:g=0,	1
k=29:g=10	1
g(x)=g(p).	1
k<	1
(5-2),	1
mex4	1
g(x)=g(p),	1
g(spf(x)).	1
spf(p)=p,	1
g(1..p-1).	1
g(3):	1
spf(3)=3	1
g(1..4).	1
mex3.	1
g(1-6).	1
<p.	1
factor)	1
g[0]	1
g[1]=1	1
{g[1],	1
g[2],	1
g[x-1]}	1
p=1e7	1
number_of_primes_less_than_p?	1
than7	1
7-3=4	1
2,3,5,7	1
11-4=7?	1
(p+1)/2?	1
(7+1)/2=4	1
p=11:6	1
(11+1)/2=6,	1
p=11,	1
p=5:g=3	1
prev_prime	1
2,3,5,7,11,13,17,19,23,...	1
is7)	1
g(13)=6	1
g(17)=7	1
is13)	1
g(19)=8	1
2-0?	1
(index1:3,	1
index2:5,	1
2,3,4,5,6,...	1
(p's	1
g(p)=	1
g(prev_p)	1
factor3,	1
prime3	1
x=49,	1
prime7,	1
(spf).	1
spf=3,	1
x=1:1.	1
g=5	1
→4+1=5).	1
eratosthenes.	1
g(prev_p)+1,	1
g[2]=0	1
3,2,9.	1
g(9)=g(3)=2.	1
3,3,6,1.	1
spf[i]=0	1
max+1.	1
spf[i]=0.	1
spf[0]=0,	1
spf[1]=1?	1
spf[2]=2,	1
j=4,6,8...,	1
spf[4]	1
i*i.	1
4,6,8...	1
at25.	1
bytes)	1
MAX_A+1	1
MAX_A.	1
confirm).	1
non-primes,	1
spf(MAX_A+1,	1
(spf[i]==0)	1
j=1ll*i*i;	1
j<=MAX_A;	1
(spf[j]==0)	1
spf[j]=i;	1
at25,	1
15's	1
j=4,6,8,...	1
(spf[i]==i)	1
g_val[2]=0;	1
Handled.	1
spf[9]	1
g_val[5]=3	1
g_val[3]=2.	1
g_val[5]=3.	1
even>1	1
(x%2	1
spf[3]=3,	1
~40MB,	1
spf(MAX_A	1
g_val(MAX_A	1
1LL*i*i;	1
MAX_A;	1
+=i)	1
(spf[j]	1
primes.clear();	1
g_val[2]	1
get_g(int	1
xor_sum=0;	1
xor_sum	1
get_g(a);	1
(xor_sum	1
spf[25]	1
g_val[5]	1
get_g(25)	1
x=9?	1
spf[9]=3,	1
get_g(x)	1
g_val[spf[x]],	1
(prime):	1
spf[17]=17,	1
g_val[17]	1
3,5,7,11,13,17,...	1
g_val[3]=2,	1
5:3,7:4,	1
11:5,13:6,17:7.	1
spf,	1
MAX_A:	1
like6	1
spf[j]=i	1
unmarked?	1
j=21.	1
3*7,	1
j=9,12,15,18,21,...	1
j=21,	1
j=15:	1
j=9,12,15	1
spf[15]=3.	1
Memory:	1
~40MB.	1
MAX_A/(i)	1
n=1e7	1
are3,2,9.	1
get_g(3)=2,	1
get_g(2)=0,	1
get_g(9)=2.	1
XOR:2^0=2,	1
^2=0	1
→3,3,6,1.	1
^1=1	1
→1,2,3,4,5.	1
^3=0	1
while,	1
compilation?	1
RAM,	1
uploaded	1
uploaded.	1
1,0,1,0...	1
upload,	1
1,0,0,1,0,0...	1
1,0,1,0,0,1...?	1
(1,0,1),	1
n*k,	1
t+k-1	1
k)?	1
t+d+1,	1
7,...	1
ceiling(T/k).	1
ceiling(4/3)=2.	1
+k-1)/k.	1
ceil(4/3)=2,	1
